id,title,enumeration_chronology,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,end_date,start_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,isbn,lccn,oclccn,url
9755582,American Imperialism's Undead [electronic resource]: The Occupation of Haiti and the Rise of Caribbean Anticolonialism,,,,"Dalleo, Raphael",Project Muse (distributor),,,,2016,,,,,,monographic,,eng,text,electronic|||electronic resource,1 online resource (pages cm.),Electronic books,,Imperialism in literature|||Haiti|||In literature|||Haitian literature|||History and criticism|||Caribbean literature|||Relations|||History,"20th century|||1934-1986|||American occupation, 1915-1934",United States|||Haiti|||Caribbean region|||cc-----|||nwht---|||n-us---,,,,,9780813938950|||0813938953|||9780813938936 (cloth : alk. paper)|||9780813938943 (pbk. : alk. paper)|||0813938937 (print),,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4621047
8541724,American imperialism's undead: the occupation of Haiti and the rise of Caribbean anticolonialism,,,,"Dalleo, Raphael","ebrary, Inc",,,,2016,,,,,,monographic,,eng,text,,1 online resource.,bibliography,,Caribbean literature|||History and criticism|||Haitian literature|||In literature|||Haiti|||Imperialism in literature|||History|||Relations,"20th century|||American occupation, 1915-1934|||1934-1986",Caribbean Area|||Haiti|||United States|||cc-----|||nwht---|||n-us---,,,,,9780813938950 (electronic bk.)|||0813938953 (electronic bk.),,,http://pitt.idm.oclc.org/login?url=http://site.ebrary.com/lib/pitt/docDetail.action?docID=11243010
8282686,Calypso Jews: Jewishness in the Caribbean literary imagination,,,,"Casteel, Sarah Phillips, 1974-",,,,,2016,,,,,,monographic,,eng,text,print,"xi, 336 pages : illustrations ; 24 cm.","Criticism, interpretation, etc|||bibliography",,Caribbean literature (English)|||History and criticism|||Caribbean literature (French)|||Jews in literature|||Jews|||Identity,,Caribbean Area|||cc-----,,,,,9780231174404|||0231174403,2015017753,,
8608648,Dangerous creole liaisons: sexuality and nationalism in French Caribbean discourses from 1806 to 1897,,,,"Couti, Jacqueline",,,,,2016,,,,,,monographic,,eng,text,print,"x, 276 pages ; 24 cm",History|||bibliography,,Caribbean literature (French Creole)|||History|||Sex|||Nationalism|||Colonies|||French colonies,19th century,Caribbean Area|||France|||cc-----|||e-fr---,,,,,1781383014|||9781781383018,,,
8694965,"écriture de l'espace dans les littératures africaine et créoliste: de la polarité à sa transcendance, L'",,,,"Niang, Mouhamédoul A.",,,,,2016,,,,,,monographic,,fre,text,print,243 pages ; 22 cm,bibliography,"""Cet ouvrage élucide l'écriture de l'espace existentiel et identitaire dans des oeuvres de Mongo Beti, Ahmadou Kourouma, Aminata Sow Fall et Patrick Chamoiseau. Il souligne la mise en scène d'une polarité spatiale, ses modalités et ses aboutissements. L'intérêt d'une telle polarité est qu'elle se joue soit dans l'espace urbain, comme c'est le cas chez Aminata Sow Fall et Patrick Chamoiseau, soit dans un jeune État-nation postcolonial/une communauté au sein desquels le discours identitaire ethnique ou clanique prend le pas sur l'identité nationale ou moderniste dans le cas d'Ahmadou Kourouma et de Mongo Beti. Son auteur notera, cependant, que si le but de cette polarisation spatiale revalorise une certaine pratique identitaire socioculturelle dont les progressistes veulent se détourner, ou qui se perd dans la vague de l'étatisation des nations nouvellement indépendantes, un troisième espace naît de cette dichotomisation spatiale. Il sera le lieu du dépassement des discours aux imaginaires divergents et prendra la forme de l'hybride linguistique dans Les Soleils des indépendances, de la poétique de la réconciliation à travers Solibo Magnifique et L'appel des arènes, et de la quête d'un autre espace existentiel anonyme dans Mission terminée. Ainsi, le modèle de la valorisation d'un espace identitaire est transcendé par un autre paradigme relationnel.""--Back cover.|||This book provides a critical analysis of the representation of existential and identity space in Aminata Sow Fall, Mongo Beti, Ahmadou Kourouma and Patrick Chamoiseau. It emphasizes the staging of a spatial polarity and its transcending through linguistic hybridity, the poetics of reconciliation and the quest for another alternative space. Indeed, these authors practice a writing that values an identity space for the most part. However, it ultimately enshrines the need to transcend the paradigm of shocks of divergent and spatially polarized identities.--Translation by l'Harmattan: http://www.editions-harmattan.fr/index.asp?navig=catalogue&obj=livre&isbn=978-2-343-08126-7","African fiction (French)|||Themes, motives|||Caribbean fiction (French Creole)|||Space in literature|||Ethnicity in literature",20th century,e-fr---|||f------|||nwmq---,,,,,9782343081267|||2343081263,,,
9236938,"Hunger and irony in the French Caribbean [electronic resource]: literature, theory, and public life",,,,"Simek, Nicole Jenette, 1976-",,,,,2016,,,,,,monographic,,eng,text,electronic|||electronic resource,"ix, 201 pages ; 22 cm.","Criticism, interpretation, etc|||bibliography",,Caribbean literature (French)|||History and criticism|||Martinican literature (French)|||Guadeloupe literature (French)|||Hunger in literature|||Irony in literature|||Literature and society|||Politics and literature|||Hunger|||Social aspects,,"Caribbean, French-speaking|||Caribbean Area|||French-speaking Areas|||cc-----|||nwmq---|||nwgp---",,,,,9781137559913 (hardcover : acid-free paper)|||1137559918,,,http://pitt.idm.oclc.org/login?url=https://link.springer.com/10.1057/978-1-137-55882-4
8630064,Portraits d'écrivains: visages d'histoire littéraire,,,,"Pius Ngandu Nkashama, 1946-",,,,,2016,,,,2016,,monographic,,fre,text,print,"425 pages : illustrations (chiefly color), portraits ; 24 cm","Biography-Dictionaries|||Criticism, interpretation, etc|||Dictionaries|||bibliography|||biography","""Cet ouvrage habite le ventre depuis des dizaines d'années. Il s'accomplit tout seul, comme s'il se déroulait selon son propre rythme. Les mots et les expressions se révoquent mutuellement. Ils s'alignent dans le virtuel sous les touches du 'computer', sans que celui-ci n'impose la logique au raisonnement. Ils élaborent les légendes historiques telles qu'elles sont apparues dans les brumes des sommeils endurés, éloignés, reproduits à maintes reprises. Le volume publié a été entraperçu dans la réalité matérielle, broché et relié à chaque fois qu'il fallait déclencher le déclic d'un appareil photographique. Les collègues et les amis posaient devant la caméra lors des Colloques, des séminaires ou des entrecroisements fortuits d'Écrivains. Je les tourmentais, je multipliais des farces et des ironies enfantines. Je plaisantais, frivole, mesquin. La mine souriante apparaissait à travers le viseur et je les invitais déjà à ordonnancer le chapitre de l'auteur concerné. Une passion excessive l'emportait sur le 'désir d'écriture'""-- Page 4 of cover.","Authors, African|||Biography|||Dictionaries|||French|||Authors, Caribbean|||African literature (French)|||History and criticism|||Caribbean literature (French)|||Écrivains africains francophones|||Biographies|||Dictionnaires français|||Écrivains antillais francophones|||Littérature africaine (française)|||Histoire et critique|||Littérature antillaise (française)",20th century|||21st century|||20e siècle|||21e siècle,,,,,,9782343095981|||2343095981,,,
8371192,René Depestre: du chaos haïtien à la tendresse debout,,,,"Leconte, Frantz-Antoine, 1948-","Depestre, René.",,,,2016,,,,,,monographic,,fre,text,print,266 pages ; 24 cm.,"Criticism, interpretation, etc|||bibliography",,"Criticism and interpretation|||Authors, Haitian|||Poets, Black|||History and criticism|||French literature|||Black authors|||Haitian literature|||Caribbean literature (French)|||Depestre, René|||Depestre, René 1926-",,Haiti|||nwht---,,,,,9782343051352|||2343051356,,,
9624312,On the edge [electronic resource]: writing the border between Haiti and the Dominican Republic,,,Writing the border between Haiti and the Dominican Republic,"Fumagalli, Maria Cristina",,,,,2015,,,,,,monographic,,eng,text,electronic|||electronic resource,"xviii, 430 pages : illustrations, maps ; 24 cm.","Criticism, interpretation, etc|||bibliography",,"Boundaries in literature|||Borderlands in literature|||Dominican literature|||History and criticism|||Haitian literature|||Literature, Modern|||Boundaries|||Literature|||In literature",,Hispaniola|||Haiti|||Dominican Republic|||nwht---|||nwdr---,,,,,9781781381601 (cased)|||1781381607,,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4616296
9023803,Tropical apocalypse [electronic resource]: Haiti and the Caribbean end times,,,Haiti and the Caribbean end times,"Munro, Martin.",,,,,2015,,,,,,monographic,,eng,text,electronic|||electronic resource,228 pages ; 24 cm.,bibliography,"""This book offers both a history of apocalyptic culture in the Caribbean and an up-to-date account of the social, political, environmental, religious, and economic factors that have brought apocalypse back to prominence in the region"" --",Haitian literature|||History and criticism|||Apocalypse in literature|||Apocalypse in motion pictures|||Psychic trauma|||Literature and history|||In literature|||Social conditions,20th century,Caribbean Area|||Haiti|||Religion|||nwht---,,,,,9780813938196 (cloth : alk. paper)|||9780813938202 (pbk. : alk. paper),,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=3444222
8179336,Tropical apocalypse: Haiti and the Caribbean end times,,,Haiti and the Caribbean end times,"Munro, Martin",Project Muse,,,,2015,,,,,,monographic,,eng,text,,1 online resource.,bibliography,,Haitian literature|||History and criticism|||In literature|||Apocalypse in literature|||Apocalypse in motion pictures|||Social conditions|||Psychic trauma|||Literature and history,20th century,Haiti|||Caribbean Area|||nwht---,,,,,9780813938219|||081393821X,,,http://pitt.idm.oclc.org/login?url=https://muse.jhu.edu/books/9780813938219
8955319,Violence in Caribbean literature [electronic resource]: stories of stones and blood,,,,"Maisier, Véronique",,,,,2015,,,,,,monographic,,eng,text,electronic|||electronic resource,"xxviii, 141 pages ; 24 cm.",bibliography|||short story,,Caribbean fiction (English)|||History and criticism|||Caribbean fiction (French)|||Violence in literature|||Literature and society,,Caribbean Area|||cc-----,,,,,9780739197110 (cloth : alk. paper),,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=1901091
7862350,Conflict bodies: the politics of rape representation in the francophone imaginary,,,,"Jean-Charles, Régine Michelle.",,Columbus,Ohio State University Press,©2014,2014,,,,,,monographic,,eng,text,print,"xiv, 320 p. : ill. ; 24 cm.",bibliography,,French literature|||History and criticism|||Rape in literature|||Violence in literature|||Politics and literature|||Haitian literature|||Guadeloupe literature (French)|||Rwandan literature (French)|||Congolese (Democratic Republic) literature (French),,Foreign countries,,,,,9780814212462 (cloth : alk. paper)|||0814212468 (cloth : alk. paper)|||9780814293492 (cd-rom)|||0814293492 (cd-rom),2013025855,,
8023505,"journey of a Caribbean writer, The",,Essays. Selections,,"Condé, Maryse","Philcox, Richard (translator)",,,,2014,,,,,,monographic,,eng,text,print,216 pages ; 23 cm.,bibliography|||biography|||essay,,"Authors, Guadeloupe|||Biography|||Women authors, Caribbean|||Caribbean literature (French)|||History and criticism|||African diaspora in literature|||Feminism in literature|||Postcolonialism in literature|||Condé, Maryse",20th century|||21st century,,,,,,9780857420978|||0857420976,,,
9464456,Language and literary form in French Caribbean writing,,,,"Britton, Celia",,,,,2014,,,,,,monographic,,eng,text,electronic|||electronic resource,"viii, 220 pages ; 25 cm.",bibliography,,Caribbean literature (French)|||History and criticism|||Literary form|||Language and languages in literature,,,,,,,9781781380369 (hardcover)|||1781380368 (hardcover),,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4616315
9014955,Locating the Destitute [electronic resource]: Space and Identity in Caribbean Fiction,,,,"Radović, Stanka, 1974-",,,,,2014,,,,,,monographic,,eng,text,electronic|||electronic resource,222 pages ; 24 cm.,bibliography,,Caribbean fiction (English)|||History and criticism|||Caribbean fiction (French)|||Space and time in literature|||Personal space in literature,,cc-----,,,,,9780813936284 (cloth : acid-free paper)|||9780813936291 (pbk. : acid-free paper),,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=3444171
7912225,Locating the Destitute: Space and Identity in Caribbean Fiction,,,,"Radović, Stanka, 1974-","ebrary, Inc",,,,2014,,,,,,monographic,,eng,text,,1 online resource (pages cm.),bibliography,,Caribbean fiction (English)|||History and criticism|||Caribbean fiction (French)|||Space and time in literature|||Personal space in literature,,cc-----,,,,,0813936306 (electronic bk.)|||9780813936307 (electronic bk.),,,http://pitt.idm.oclc.org/login?url=http://site.ebrary.com/lib/pitt/docDetail.action?docID=10883350
7954790,Rayanos y Dominicanyorks: la dominicanidad del siglo XXI,,,,"Victoriano-Martínez, Ramón Antonio",,,,,2014,,,,2014,,monographic,,spa,text,print,258 pages : illustration ; 21 cm.,"Criticism, interpretation, etc|||bibliography","Este libro aborda una serie de textos dominicanos y haitianos con diversas particularidades y desafía la visión de la nación como ""natural""; los textos analizados en esta investigación apuntan a espacios en los cuales no hay una homogeneidad de la nación sino que presentan una nación en formación, en movimiento, que cruza fronteras no solamente físicas, marítimas o terrestres, sino también de género, clase y lengua.|||This book analyzes Dominican identity, departing from the figure of the ""rayano"" (the one from the border), leaning on a critical reading of the following Dominican and Haitians texts with different characteristics: El Masacre se pasa a pie (Freddy Prestol Castillo), The Farming of Bones (Edwige Danticat), Dominicanish (Josefina Báez), and The Brief Wondrous Life of Oscar Wao (Junot Díaz).","Caribbean literature|||History and criticism|||Dominican literature|||National characteristics, Dominican, in literature|||Language and culture|||In literature|||Haitian literature|||National characteristics, Haitian, in literature|||West Indian literature|||Latin American literature|||Criticism and interpretation|||Báez, Josefina|||Danticat, Edwidge 1969-|||Díaz, Junot 1968-|||Prestol Castillo, Freddy",20th century,Dominican Republic|||Haiti|||West Indies|||Latin America|||cc-----|||nwdr---|||nwht---|||nw-----,,,,,9781930744608 (pbk.)|||1930744609 (pbk.),,,
9467360,Writing on the fault line [electronic resource]: Haitian literature and the earthquake of 2010,,,,"Munro, Martin",,,,,2014,,,,,,monographic,,eng,text,electronic|||electronic resource,254 pages ; 24 cm.,"Criticism, interpretation, etc|||bibliography",,"Haitian literature|||History and criticism|||Haiti Earthquake, Haiti, 2010|||In literature|||Earthquakes in literature|||Literature and society|||Literature|||Haiti Earthquake (2010)",21st century,Haiti|||nwht---,,,,,1781381461|||9781781381465 (cased),,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4789566
7689716,"De islas, puentes y fronteras: estudios sobre las literaturas del Caribe, de la frontera norte de México y de los latinos de EE. UU",,,,"Gewecke, Frauke|||Pagni, Andrea",,,,,2013,,,,,,monographic,,spa,text,print,470 pages : one color illustration ; 23 cm.,bibliography,,"Caribbean literature|||History and criticism|||Themes, motives|||Mexican literature|||Hispanic American literature (Spanish)|||West Indian literature (French)|||West Indian literature (Spanish)",,nwuc---|||n-mx---|||n-us---,,,,,9788484897378 (Iberoamericana)|||8484897370 (Iberoamericana)|||9783865277862 (Vervuert)|||3865277861 (Vervuert),,,
