id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor,collection_id
,Young Mistley,"Scott, Hugh Stowell, 1862-1903",,,,,English,text,print,318 p. ; 19 cm.,,,,,,,,,,,
,"young naturalist: a tale, The","Mant, Alicia Catherine, -1869",,,,,English,text,print,"226 p., 1⁾ leaf of plates : ill. ; 16 cm.",Juvenile fiction,,Children|||Conduct of life|||Nature stories,,,,,,,,
,"young navigators, or, The foreign cruise of the Maud, The","Optic, Oliver, 1822-1897","Shute, A. B. (ill)|||C.J. Peters & Son (prt)|||S.J. Parkhill & Co (prt)",,,,English,text,print|||unmediated|||volume,"xii, 344, [8] pages, [8] leaves of plates : illustrations ; 19 cm.",Fiction|||Juvenile fiction|||Juvenile works|||Publishers' catalogues-1894|||novel|||text,,Youth|||Conduct of life|||Adventure stories|||Voyages and travels|||Pirates|||Sailing|||Ship captains|||College teachers|||Naval battles|||Mutiny,,Greece,,,,,,
,"young outlaw, or, Adrift in the streets, The","Alger, Horatio, Jr, 1832-1899",,,,,English,text,print|||unmediated|||volume,"256 pages, [2] leaves of plates : illustrations ; 19 cm.",text,,,,,,,,,,
,Young people abroad,"Alden, Isabella Macdonald, 1841-1930",,,,,English,text,print,"[86] p., [6] leaves of plates : ill. ; 29 cm.",,,,,,,,,,,
,"young Puritans in captivity, The","Smith, Mary P. Wells (Mary Prudence Wells), 1840-1930","Smith, Jessie Willcox, 1863-1935",,,,English,text,print,"ix, 323 p. : ill. ; 19 cm.",Juvenile fiction,,Indian captivities,,North America,,,,,,
,"young Puritans in King Philip's war, The","Smith, Mary P. Wells (Mary Prudence Wells), 1840-1930","Bridgman, L. J. (Lewis Jesse), 1857-1931 (illus)",1902.,,,English,text,print,"377 p., 6 leaves of plates : ill. ; 19 cm.",,,,,,,,,,,
,"young Puritans of old Hadley, The","Smith, Mary P. Wells (Mary Prudence Wells), 1840-1930",,,,,English,text,print,"x p., 1 ., 345 p. front., plates. 19 cm.",,,,,,,,,,,
,"young sailor, The","Mary, Aunt",,,,,English,text,print,63 p. : ill. ; 15 cm.,,,Children's stories|||Conduct of life|||Juvenile fiction,,,,,,,,
,"young sailor, or, The sea-life of Tom Bowline, The",,Kiggins & Kellogg,,,,English,text,print,16 p. : ill. ; 12 cm.,Specimens,,Chapbooks,,,,,,,,
,"Young sailor, or, The sea-life of Tom Bowline, The",,,,,,English,text,print,16 p. : ill. ; 12 cm.,Juvenile literature|||Juvenile works|||Specimens,,Sailors|||Conduct of life|||Chapbooks,,,,,,,,
,"young salesman, The","Alger, Horatio, Jr, 1832-1899",,,,,English,text,print|||unmediated|||volume,252 pages ; 19 cm,Juvenile fiction|||text,,Clerks (Retail trade)|||Conduct of life|||Orphans,,New York (N.Y.),,,,,,
,"young scholar's manual, or, Companion to the spelling book: consisting of easy lessons in the several branches of early education : intended for the use of schools, The","Strong, Titus, 1787-1855","Sears, James H.",,,,English,text,print,90 p. : ill. ; 14 cm.,,,Readers (Primary),,,,,,,,
,"young ship-builders of Elm Island, The","Kellogg, Elijah, 1813-1901",John Andrew & Son (engraver),,,,English,text,print|||unmediated|||volume,"304 pages, 4 unnumbered leaves of plates : illustrations ; 18 cm.",Fiction|||Juvenile fiction|||Juvenile works|||text,,Boats and boating|||Shipbuilding|||Young men|||Employment,,Maine,,,,,,
,"young Tyrolese: from the German of the Rev. C.G. Barth, The","Barth, Christian Gottlob, 1799-1862","Jackson, Samuel, (Translator)|||J. Green and Co (printer)",,,,English,text,print|||unmediated|||volume,"92 pages, [4] leaves of plates : illustrations ; 14 cm",Fiction|||Juvenile fiction|||Juvenile literature-England-London-1839|||Juvenile works|||text,,Children|||Conduct of life,,,,,,,,
,"young voyageurs, or, The boy hunters in the north, The","Reid, Mayne, 1818-1883","Harvey, William, 1796-1866 (ill)|||Boston Stereotype Foundry (str)",,,,English,text,print|||unmediated|||volume,"360 pages, [12] leaves of plates : illustrations ; 19 cm",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Voyages and travels|||Wilderness survival|||Fur trade|||Nature stories|||Travel|||Description and travel,,"United States, Massachusetts, Boston|||Canada",,,,,,
,"young whaler; or, The adventures of Charles Hollberg, The","Gerstäcker, Friedrich, 1816-1872",,,,,English,text,print|||unmediated|||volume,"viii, 343 pages : illustrations ; 17 cm",Juvenile fiction|||text,,Sea stories|||Whaling|||Conduct of life,,,,,,,,
,"young woman's friend, or, The duties, trials, loves, and hopes of woman, The","Eddy, Daniel C. (Daniel Clarke), 1823-1896",,,,,English,text,print,250 p. : port. ; 19 cm.,,,Women in the Bible|||Conduct of life,,,,,,,,
,"young wrecker of the Florida reef,  or, The trials and adventures of Fred Ransom, The","Bache, Richard Meade",,,,,English,text,print|||unmediated|||volume,"381 pages, 4 unnumbered leaves of plates : illustrations ; 19 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Sailors|||Adventure stories|||Nature stories|||Seafaring life|||Voyages and travels|||Travel|||Description and travel,,Florida,,,,,,
,"young yägers: or, A narrative of hunting adventures in southern Africa, The","Reid, Mayne, 1818-1883",,,,,English,text,print|||unmediated|||volume,328 pages illustrations 18 cm,Fiction|||Juvenile fiction|||Juvenile works|||text,,Hunting stories|||Hunting,,South Africa,,,,,,
,"Youngster's diary, or, Youth's remembrancer of natural events: for every month in the year, The",,"Bewick, Thomas, 1753-1828 (ill)",,,,English,text,print,36 p. : ill. ; 14 cm.,,,Children's poetry|||Months|||Juvenile poetry|||Nature,,,,,,,,
,Youthful piety,,,,,,English,text,print|||unmediated|||volume,36 pages : illustrations ; 12 cm,Juvenile literature|||text,,"Sunday school literature|||Children|||Death|||Religious aspects|||Religious life|||Conduct of life|||Warner, Miriam 1808 or 1809-1819|||M'Carty, Eliza 1804 or 1805-1818",,,,,,,,
,Youth's Bible studies,"Caulkins, Frances Manwaring, 1795-1869",American Tract Society,,,,English,text,print,6 v. : ill. ; 17 cm.,,,"Textbooks|||Bible stories, English|||Bible",,,,,,,,
,"Youth's companion, The",,"Willis, Nathaniel, 1780-1870 (ed)|||Ford, Daniel Sharp, 1822-1899 (ed)",,,,English,text,print,103 v. ill. 33-42 cm.,periodical,Includes songs for solo voice with piano accompaniment.,,,,,,,,,
,"youth's friend, 1834, The",,"American Sunday-School Union, Committee of Publication.",,,,English,text,print,192 p. : ill. ; 15 cm,Juvenile literature|||Juvenile works,,Conduct of life|||Sunday school literature|||Children|||Religious life,,,,,,,,
,"youth's friend, 1835, The",,American Sunday-School Union,,,,English,text,print|||unmediated|||volume,192 pages : illustrations ; 15 cm,Juvenile literature|||Juvenile works|||text,,Conduct of life|||Sunday school literature|||Children|||Religious life,,,,,,,,
,"youth's history of the great civil war in the United States, from 1861 to 1865, A","Horton, R. G. (Rushmore G.), 1826-",,,,,English,text,print|||unmediated|||volume,"xiv, 384 pages, 6 unnumbered pages of plates (including frontispiece) : portraits, 18 cm",History|||text,,Politics and government|||History|||American Civil War (1861-1865),"1861-1865|||Civil War, 1861-1865",United States,,,,,,
,"Youth's instructer and guardian, The",,,,,,English,text,print,39 v. : ill. ; 18 cm.,Periodicals|||periodical,,Youth|||Religious life,,,,,,,,
,"Youth's keep-sake: a New-Year, Christmas and birth-day present, for both sexes",,,,,,English,text,print,"216 p., [2] leaves of plates : ill. ; 14 cm.",Juvenile literature,,Children|||Conduct of life|||Children's stories|||Children's poetry,,"United States, New York, New York",,,,,,
,"Youth's magazine, The",,Sunday School Union (England),,,,English,text,print,v. : ill. ; 19 cm.,Periodicals,,Youth|||Religious life|||Sunday School Union (England),,,,,,,,
,"Youth's magazine; or, Evangelical miscellany, The",,,,,,English,text,print,v. plates. 18 cm.,Periodicals|||periodical,,Christian literature for children,,,,,,,,
,"Youth's natural history of animals, The",,,,,,English,text,print,16 p. : ill. ; 96 mm.,Chapbooks-1837|||Juvenile literature|||Juvenile literature-1837|||Specimens,,Animals|||Chapbooks,,"United States, New Hampshire, Concord",,,,,,
,"Youth's parlor annual, The",,"Newell, D.",,,,English,text,print,v. : 22 leaves of plates ; 21 cm.,periodical,,,,,,,,,,
,"youth's primer: containing a series of short verses in alphabetical order, each followed by religious, moral, or historical observations : the Westminster Assembly's Shorter catechism, with brief Scripture proofs : a short sketch of Scripture chronology : and several original hymns : adorned with cuts : written for the entertainment and instruction of youth, and designed to be a sequel to the child's primer, The","Fisher, Jonathan, 1768-1847",Westminster Assembly (1643-1652).,,,,English,text,print,"iv, [5]-108 p. : ill. ; 14 cm",Poetry,,"Bible stories, English|||Readers (Primary)",,,,,,,,
,Zigzag journeys around the world,"Butterworth, Hezekiah, 1839-1905",,,,,English,text,print,"320 p. incl. front., illus., plates, ports. 22 cm.",Juvenile literature|||Juvenile literature-1895|||Travelogue storybooks-1895,,Voyages around the world,,,,,,,,
,Zigzag journeys in Acadia and New France: vacation rambles in historic lands,"Butterworth, Hezekiah, 1839-1905","John Wilson and Son (prt)|||University Press (Cambridge, Mass.) (prt)",,,,English,text,print|||unmediated|||volume,"320 pages : illustrations, portraits ; 22 cm.",Fiction|||History|||Juvenile fiction|||Juvenile works|||novel|||text,,Children|||Conduct of life|||Adventure stories|||Voyages and travels|||Storytelling|||Indians of North America|||Murder|||Kings and rulers|||Travel|||Description and travel|||History,To 1763|||To 1763 (New France),"United States, Massachusetts, Boston|||Canada",,,,,,
,"Zigzag journeys in Australia, or, A visit to the ocean world","Butterworth, Hezekiah, 1839-1905",,,,,English,text,print|||unmediated|||volume,319 pages : illustrations ; 22 cm.,Fiction|||Juvenile fiction|||Juvenile works|||text,,Friendship|||Voyages and travels|||Adventure stories|||Youth|||Societies and clubs|||Animals|||Nature stories|||History|||Natural history|||Travel|||Description and travel,,Australia,,,,,,
,"Zigzag journeys in classic lands, or, Tommy Toby's trip to Mount Parnassus","Butterworth, Hezekiah, 1839-1905",,,,,English,text,print|||unmediated|||volume,318 pages : illustrations ; 22 cm.,Fiction|||Juvenile fiction|||Juvenile works|||biography|||text,,Travel|||Description and travel,,"Europe, Southern",,,,,,
,"Zigzag journeys in classic lands, or, Tommy Toby's trip to Mount Parnassus: vacation rambles in Southern Europe","Butterworth, Hezekiah, 1839-1905",,,,,English,text,print|||unmediated|||volume,318 pages : illustrations ; 22 cm.,Fiction|||Juvenile fiction|||Juvenile works|||biography|||text,,Travel|||Description and travel,,"Europe, Southern",,,,,,
,Zigzag journeys in Europe: vacation rambles in historic lands,"Butterworth, Hezekiah, 1839-1905","Laplante, Charles, -1903 (egr)|||Ettling, Theodor, 1823- (egr)|||Philippoteaux, Paul, 1846-1923 (ill)|||University Press (Cambridge, Mass.) (printer)|||John Wilson and Son (printer)","1882, ©1879|||1882",,,English,text,print|||unmediated|||volume,"viii, 311 pages, [1] leaf of plates : illustrations ; 22 cm.",Juvenile fiction|||Juvenile works|||text,A group of students travel through Europe with their teacher.,Voyages and travels|||Adventure stories|||Clubs|||Animals|||Nature stories|||Natural history|||Travel|||Description and travel,,"United States, Massachusetts, Boston|||United States, Massachusetts, Cambridge|||France|||England",,,,,,
,Zigzag journeys in Europe: vacation rambles in historic lands,"Butterworth, Hezekiah, 1839-1905","Laplante, Charles, -1903 (egr)|||Ettling, Theodor, 1823- (egr)|||Philippoteaux, Paul, 1846-1923 (ill)|||University Press (Cambridge, Mass.) (prt)|||John Wilson and Son (prt)",,,,English,text,print|||unmediated|||volume,"viii, 311 pages, [1] leaf of plates : illustrations, maps ; 22 cm.",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,A group of students travel through Europe with their teacher.,Voyages and travels|||Adventure stories|||Clubs|||Animals|||Nature stories|||Natural history|||Travel|||Description and travel,,"United States, Massachusetts, Boston|||United States, Massachusetts, Cambridge|||France|||England",,,,,,
,"Zigzag journeys in northern lands: the Rhine to the Artic : a summer trip of the Zigzag club through Holland, Germany, Denmark, Norway, and Sweden","Butterworth, Hezekiah, 1839-1905","University Press (Cambridge, Mass.) (prt)|||John Wilson and Son (prt)",,,,English,text,print,320 p. : ill. ; 22 cm.,Juvenile fiction|||novel,,Voyages and travels|||Adventure stories|||Clubs|||Animals|||Storytelling|||Ghost stories|||Superstition|||Nature stories|||Description and travel,,"United States, Massachusetts, Boston|||Europe, Northern|||Germany|||United States, Massachusetts, Cambridge",,,,,,
,"Zigzag journeys in the British Isles, or, Vacation rambles in historic lands","Butterworth, Hezekiah, 1839-1905",,,,,English,text,print|||unmediated|||volume,"320 pages : illustrations, portraits ; 22 cm.",Fiction|||Juvenile fiction|||Juvenile works|||text,,Friendship|||Voyages and travels|||Adventure stories|||Youth|||Societies and clubs|||Animals|||Nature stories|||History|||Natural history|||Travel|||Description and travel,,Great Britain,,,,,,
,"Zigzag stories of history, travel, and adventure: Selections of the best stories from the Zigzag series","Butterworth, Hezekiah, 1839-1905",,,,,English,text,print,"viii, 357 p. incl. front., illus., plates. 21 cm.",Adventure stories|||Children's stories|||Juvenile fiction,,Children|||Conduct of life|||Voyages and travels,,,,,,,,
00a138205m,Sheldon's Twentieth century letter writer: an up-to-date and accurate guide to correct modern letter writing,"Sheldon, L. W.",,,1901-01-01T00:00:00,1901,English,text,print,"v, 133 p. ; 20 cm.",,,Letter writing,,,,,,,University of Pittsburgh,collection.120
00a268620m,Spencerian system of penmanship,"Spencer, Platt R. (Platt Rogers), 1800-1864",,1873|||1884,1873-01-01T00:00:00,ca. 1873-1884,English,text,print,5 nos. in case. ; 24 cm.,,,Penmanship,,,,,,,University of Pittsburgh,collection.120
00a269068m,Politics for young Americans,"Nordhoff, Charles, 1830-1901",,,1875-01-01T00:00:00,1875,English,text,print,200 p. ; 18 cm.,handbook,,"Politics and government|||Handbooks, manuals, etc",,United States,,,,,University of Pittsburgh,collection.120
00a346950m,"Introduction to the science of government, and compend of constitutional and civil jurisprudence: comprehending a general view of the government of the United States, and of the government of the state of New York, together with the most important provisions in the constitutions of the several states","Young, Andrew W. (Andrew White), 1802-1877",,,1836-01-01T00:00:00,1836,English,text,print,304 p. ; 18 cm.,,,Politics and government,,United States|||New York (State)|||New York,,,,,University of Pittsburgh,collection.120
00a470015m,"geography for beginners, A","Stewart, K. J. (Kensey Johns)",,,1864-01-01T00:00:00,1864,English,text,print,"viii, 223 p. : ill., maps ; 18 cm.",,,Geography x Textbooks,,,,,,,University of Pittsburgh,collection.120
00a472273m,Barnes' national system of penmanship,,,,1886-01-01T00:00:00,1886,English,text,print,v. ; 18 x 22 cm.,,,Penmanship,,,,,,,University of Pittsburgh,collection.120
00abf4892m,"Arithmetick, both in the theory and practice: made plain and easy in all the common and useful rules","Hill, John, Gent",,,1772-01-01T00:00:00,1772,English,text,print,"[4], 382, [102] p. ; 20 cm.",,,Arithmetic|||Early works to 1900|||Mathematics|||Early works to 1800,,,,,,,University of Pittsburgh,collection.120
00abg5800m,Intellectual arithmetic: upon the inductive method of instruction,"Colburn, Warren, 1793-1833",,,1826-01-01T00:00:00,1826,English,text,print,"xii, 172 p. ; 16 cm.",,,Mental arithmetic,,,,,,,University of Pittsburgh,collection.120
00abg6308m,First book in arithmetic,"Goff, Milton B. (Milton Browning), 1831-1890",,,1876-01-01T00:00:00,1876,English,text,print,144 p. : ill. ; 18 cm.,Early works to 1900,,Arithmetic,,,,,,,University of Pittsburgh,collection.120
00abg6496m,"North American arithmetic: part first, containing elementary lessons, The","Emerson, Frederick, 1788-1857",,1830|||1829,1830-01-01T00:00:00,ca. 1830-1829,English,text,print,48 p. : ill. ; 18 cm.,,,Arithmetic|||Early works to 1900,,,,,,,University of Pittsburgh,collection.120
