,assignee,link,genre_extended,genre_2_extended,level_of_confidence,identifier,title,creator,date_created,date_issued,depositor,box,folder,type_of_resource,genre
1604,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061539809,fliers,,2= moderate confidence,31735061539809,"""too much garbage from city council""",,,,university of pittsburgh,8.0,43.0,text,archival document
1605,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537480,photographs​,,3=high confidence,31735061537480,"one of the sacco-vanzetti demonstrations on ""red thursday"",",,1930-03-08,,university of pittsburgh,4.0,143.0,still image,archival document
1606,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735047451137,leaflets (printed works),,3=high confidence,31735047451137,"""'ue has really delivered the goods!' ue for women workers!""",,,,university of pittsburgh,,117.0,text,archival document
1607,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539056,pamphlets​,,3=high confidence,31735061539056,"the telephone and telegraph workers, by hy kravif,",,1935,,university of pittsburgh,6.0,112.0,text,archival document
1608,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544288,leaflets (printed works),,3=high confidence,31735061544288,"""student peace union"" flyer",,,,university of pittsburgh,11.0,183.0,text,archival document
1609,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656959,pamphlets​,,3=high confidence,31735061656959,"not guilty!, the case of claude lightfoot,",,1955-06,,university of pittsburgh,2.0,62.0,text,archival document
1610,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911341,serials (publications),periodicals​,3=high confidence,31735067911341,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1951-03-26,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1611,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061657700,leaflets (printed works),,3=high confidence,31735061657700,"""don't let it happen here"", a call to the american people",,,,university of pittsburgh,2.0,112.0,text,archival document
1612,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451350,serials (publications),,3=high confidence,31735047451350,"1397 rank & rile labor day edition,",,1980-09,,university of pittsburgh,,143.0,text,archival document
1613,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068353402,serials (publications),periodicals​,3=high confidence,31735068353402,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1952-12-15,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1614,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735051655102,fliers,,3=high confidence,31735051655102,"support g.i. resistance,",,1972-05-22,,university of pittsburgh,14.0,88.0,text,archival document
1615,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068353238,serials (publications),periodicals​,3=high confidence,31735068353238,mine mill union; union; mine-mill union; sindicato,,,1961-05,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1616,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538835,photographs​,,3=high confidence,31735061538835,a scene at the new bedford strike,,,,university of pittsburgh,6.0,53.0,still image,archival document
1617,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657965,pamphlets​,,3=high confidence,31735061657965,"thesis and resolutions for the seventh national convention of the communist party of u.s.a., by central committee plenum",,,,university of pittsburgh,2.0,155.0,text,archival document
1618,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061658724,papers (documents),,0=no confidence,31735061658724,"""facts about gerald l. k. smith"",",,1944-06-26,,university of pittsburgh,3.0,131.0,text,archival document
1619,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658542,photographs​,,3=high confidence,31735061658542,photograph of youth demonstrators staging a sit-down squatting in the driveway of the white house. they wanted to present a petition on behalf of the lundeen bill.,,1937-02-20,,university of pittsburgh,4.0,128.0,text,archival document
1620,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397038,leaflets (printed works),,3=high confidence,31735059397038,"""winter evening agitation meetings"" leaflet,",,1894,,university of pittsburgh,10.0,61.0,text,archival document
1621,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537589,pamphlets​,,3=high confidence,31735061537589,"""meet the communists"", by elizabeth gurley flynn,",,1946-03,,university of pittsburgh,4.0,73.0,text,archival document
1622,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544528,​fliers,,3=high confidence,31735061544528,"""no more hiroshimas"" flyer",,,,university of pittsburgh,11.0,177.0,text,archival document
1623,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735060481821,correspondence,,2= moderate confidence,31735060481821,united people's church of pittsburgh,,,,university of pittsburgh,1.0,194.0,text,archival document
1624,Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735061539338,,,,31735061539338,"la lutte pour la restauration et la renovation de la democratie,",,1959-01,,university of pittsburgh,7.0,11.0,text,archival document
1625,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150348,serials (publications),periodicals​,3=high confidence,31735065150348,mine mill union; union; mine-mill union; sindicato,,1954; 1967,1954/1967,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1626,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538397,pamphlets​,,3=high confidence,31735061538397,"consider the laundry workers, by jane filley and therese mitchell,",,1937-06,,university of pittsburgh,6.0,7.0,text,archival document
1627,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658849,pamphlets​,,3=high confidence,31735061658849,"""1977 the year of the press"", by mike zagarell,",,1977-01,,university of pittsburgh,4.0,46.0,text,archival document
1628,Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735061656850,pamphlets,,3=high confidence,31735061656850,documents regarding harry f. ward from the committee to investigate un-american activities,,,,university of pittsburgh,2.0,1.0,text,archival document
1629,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655516,​fliers,,3=high confidence,31735051655516,"to-night captain c.c. ross flyer,",,1912,,university of pittsburgh,14.0,66.0,text,archival document
1630,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911309,serials (publications),periodicals​,3=high confidence,31735067911309,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1951-05-21,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1631,Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735060481961,pamphlets,,2= moderate confidence,31735060481961,work among women,,,,university of pittsburgh,14.0,5.0,text,archival document
1632,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655987,serials (publications),newsletters​,3=high confidence,31735051655987,angela davis newsletter,,,,university of pittsburgh,13.0,21.0,text,archival document
1633,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397285,​fliers,,3=high confidence,31735059397285,"""guess who's coming to palo alto?"" flyer,",,1972-04-08,,university of pittsburgh,7.0,135.0,text,archival document
1634,Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735051655771,fliers,,3=high confidence,31735051655771,"an evening of solidarity with the people of el salvador,",,1982-03-23,,university of pittsburgh,13.0,41.0,text,archival document
1635,Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735061540401,pamphlets,,3=high confidence,31735061540401,"""disarm the corporations""",,,,university of pittsburgh,8.0,45.0,text,archival document
1636,Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735061539841,certificates,,1=slight confidence,31735061539841,"fact sheet, details of the community control of the police proposition",,1971-01,,university of pittsburgh,8.0,42.0,text,archival document
1637,Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061540666,leaflets (printed works),,3=high confidence,31735061540666,"""aid victims of southern africa's rule of terror"" pamphlet",,,,university of pittsburgh,8.0,84.0,text,archival document
1638,Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735061657387,books,,1=slight confidence,31735061657387,"due process in a political trial, the record vs. the press",,,,university of pittsburgh,2.0,26.0,text,archival document
1639,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397178,​fliers,,3=high confidence,31735059397178,"""fed up..."" flyer,",,1938,,university of pittsburgh,10.0,40.0,text,archival document
1640,Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735061657825,pamphlets,,2= moderate confidence,31735061657825,"courage is contagious, the bill of rights versus the un-american activities committee,",,1953,,university of pittsburgh,2.0,109.0,text,archival document
1641,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538975,pamphlets​,,3=high confidence,31735061538975,"15 years of the communist party, by alex bittelman,",,1934-08,,university of pittsburgh,4.0,116.0,text,archival document
1642,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068355217,serials (publications),periodicals​,3=high confidence,31735068355217,mine mill union; union; mine-mill union; sindicato,,,1964-07/08,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1643,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450485,correspondence,,3=high confidence,31735047450485,national labor law center mailing,,,,university of pittsburgh,37.0,42.0,text,archival document
1644,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656488,pamphlets​,,3=high confidence,31735061656488,"treason in congress, the record of the un-american activities committee, by albert e. kahn",,,,university of pittsburgh,1.0,205.0,text,archival document
1645,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656819,leaflets (printed works),,3=high confidence,31735061656819,"""memo from a veteran who's still fighting""",,,,university of pittsburgh,1.0,152.0,text,archival document
1646,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655746,pamphlets​,,3=high confidence,31735061655746,"negro-white unity, by henry winston,",,1967-02,,university of pittsburgh,1.0,54.0,text,archival document
1647,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538710,financial statements,,3=high confidence,31735061538710,"agricultural workers industrial union financial statements (4),",,1936,,university of pittsburgh,6.0,61.0,text,archival document
1648,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194188,​fliers,,3=high confidence,31735058194188,"""all out april 15! bring all the troops home!"" flyer",,,,university of pittsburgh,12.0,40.0,text,archival document
1649,Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735061537951,pamphlets,,2= moderate confidence,31735061537951,"u.s. labor looks at europe,",,1951,,university of pittsburgh,6.0,27.0,text,archival document
1650,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397525,serials (publications),,3=high confidence,31735059397525,"frontiers,",,1932-01,,university of pittsburgh,4.0,88.0,text,archival document
1651,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656512,pamphlets​,,3=high confidence,31735061656512,"the price of peace, by e. guy talbott,",,1935,,university of pittsburgh,1.0,169.0,text,archival document
1652,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656983,pamphlets​,,3=high confidence,31735061656983,"""it can happen to you"" flyer",,,,university of pittsburgh,2.0,38.0,text,archival document
