assignee,link,identifier,title,date_created,date_issued,type_of_resource,genre,genre 2,level_of_confidence,note,, 
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544098,31735061544098,"""A Socialist Labor Party Statement, What Can Be Done About Unemployment?""",,,text,leaflets (printed works),,3=high confidence,,,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061655670,31735061655670,"Official Proceedings of the Second All-Southern Negro Youth Conference,",14001,,text,pamphlets,,2= moderate confidence,includes speeches,,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061657981,31735061657981,The Smith Act- A Threat to Labor,,,text,pamphlets,,2= moderate confidence,"functions somewhat like a petition, but does not include long list of signatures",,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735066228440,31735066228440,"The Fight to Implement Busing for Labor/Black Defense to Stop Racist Attacks and to Smash Fascist Threats,",1974,,text,pamphlets,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659508,31735061659508,"""The Truth About Father Coughlin"", By A.B. Magil,",1935,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061655886,31735061655886,"""Call for Truth! To Silence Racist Ravings""",,,text,broadsides (notices),,1=slight confidence,"single sheet, mostly text, difficult to read",,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061538843,31735061538843,"""Program of The Trade Union Educational League""",,,text,programs (documents),,3=high confidence,describes itself as program,,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735047449339,31735047449339,"""How the American Maritime Workers are Being Forced to Strike,""",1946,,text,leaflets (printed works),,3=high confidence,"1 sheet, folded to four pages",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537464,31735061537464,"Entrance of the Communist office headquarters in America,",14117,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735047450923,31735047450923,"""Speed-Up!"" Pamphlet",,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061587022,31735061587022,"Punchin' Out with the Mill Hunk Herald,",32295,,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397228,31735059397228,"""Elect Claude Lightfoot"" Flyer,",1932,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540062,31735061540062,"""Saigon's Prisoners"", An Indochina Peace Campaign Report",,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658534,31735061658534,"""Schools and the Crisis"", By Rex David,",1934,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450428,31735047450428,Clean Air Flyers,,,text,​fliers,,2= moderate confidence,at least one was intended for posting,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913339,31735067913339,Mine-Mill union; Mine Mill union; Sindicato; Union,,24532,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066227798,31735066227798,"The Negro Today, by Herbert Aptheker,",1962,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228549,31735066228549,"The Essence of Socialism, by William H. Watts,",1910,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655779,31735061655779,"""Rally For Youth Rights"" Flyer",,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656827,31735061656827,Assorted Flyers Petitioning Against the Fleet of 244 B-1 Bombers,,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537357,31735061537357,"Communist Procession from Battery Park,",12540,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539502,31735061539502,"The USSR Today, 50 Years of Socialism, By George Morris,",24473,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911473,31735067911473,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19602,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397798,31735059397798,"The New Liberator,",22721,,text,serials (publications),,3=high confidence,,,
Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061657254,31735061657254,What Political Prisoners Do We Defend? Pamphlet,,,text,leaflets (printed works),,3=high confidence,"incorrectly referred to as ""pamphlet"" in title",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911614,31735067911614,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19385,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061544312,31735061544312,"""Turn Toward Peace"" Pamphlet,",1961,,text,leaflets (printed works),,3=high confidence,"incorrectly referred to as ""pamphlet"" in title",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655854,31735051655854,"The Workers Monthly,",9467,,text,serials (publications),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537811,31735061537811,"Revolt of the Reapers, By Siskind Liev",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061539809,31735061539809,"""Too Much Garbage from City Council""",,,text,fliers,,2= moderate confidence,"single sheet, calls reader to support strike, lists demands or strikers",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537480,31735061537480,"One of the Sacco-Vanzetti Demonstrations on ""Red Thursday"",",11025,,still image,photographs​,,3=high confidence,,,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735047451137,31735047451137,"""'UE Has Really Delivered the Goods!' UE For Women Workers!""",,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539056,31735061539056,"The Telephone and Telegraph Workers, By Hy Kravif,",1935,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544288,31735061544288,"""Student Peace Union"" Flyer",,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656959,31735061656959,"Not Guilty!, The Case of Claude Lightfoot,",20241,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911341,31735067911341,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,18713,text,serials (publications),periodicals​,3=high confidence,,,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061657700,31735061657700,"""Don't Let it Happen Here"", A Call to the American People",,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451350,31735047451350,"1397 Rank & Rile Labor Day Edition,",29465,,text,serials (publications),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068353402,31735068353402,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19343,text,serials (publications),periodicals​,3=high confidence,,,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735051655102,31735051655102,"Support G.I. Resistance,",26441,,text,fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068353238,31735068353238,Mine-Mill union; Mine Mill union; Sindicato; Union,,22402,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538835,31735061538835,A scene at the New Bedford Strike,,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657965,31735061657965,"Thesis and Resolutions for the Seventh National Convention of the Communist Party of U.S.A., by Central Committee Plenum",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061658724,31735061658724,"""Facts About Gerald L. K. Smith"",",16249,,text,papers (documents),,0=no confidence,unbound pages compiling primary sources about subject,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658542,31735061658542,Photograph of Youth Demonstrators Staging a Sit-Down Squatting in the Driveway of the White House. They Wanted to Present a Petition on Behalf of the Lundeen Bill.,13566,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397038,31735059397038,"""Winter Evening Agitation Meetings"" leaflet,",1894,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537589,31735061537589,"""Meet the Communists"", By Elizabeth Gurley Flynn,",16862,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544528,31735061544528,"""No More Hiroshimas"" Flyer",,,text,​fliers,,3=high confidence,,,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735060481821,31735060481821,United People's Church of Pittsburgh,,,text,correspondence,,2= moderate confidence,letter from church,,
Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735061539338,31735061539338,"La Lutte Pour la Restauration et la Renovation de la Democratie,",21551,,text,,,,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150348,31735065150348,Mine-Mill union; Mine Mill union; Sindicato; Union,1954; 1967,1954/1967,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538397,31735061538397,"Consider the Laundry Workers, By Jane Filley and Therese Mitchell,",13667,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658849,31735061658849,"""1977 The Year of the Press"", By Mike Zagarell,",28126,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735061656850,31735061656850,Documents Regarding Harry F. Ward from the Committee to Investigate Un-American Activities,,,text,pamphlets,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655516,31735051655516,"To-Night Captain C.C. Ross Flyer,",1912,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911309,31735067911309,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,18769,text,serials (publications),periodicals​,3=high confidence,,,
Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735060481961,31735060481961,Work Among Women,,,text,pamphlets,,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655987,31735051655987,Angela Davis Newsletter,,,text,serials (publications),newsletters​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397285,31735059397285,"""Guess Who's Coming to Palo Alto?"" Flyer,",26397,,text,​fliers,,3=high confidence,,,
Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735051655771,31735051655771,"An Evening of Solidarity With The People of El Salvador,",30033,,text,fliers,,3=high confidence,,,
Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735061540401,31735061540401,"""Disarm the Corporations""",,,text,pamphlets,,3=high confidence,,,
Marisa Porco,https://digital.library.pitt.edu/islandora/object/pitt:31735061539841,31735061539841,"Fact Sheet, Details of the Community Control of the Police Proposition",25934,,text,certificates,,1=slight confidence,states facts,,
Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061540666,31735061540666,"""Aid Victims of Southern Africa's Rule of Terror"" Pamphlet",,,text,leaflets (printed works),,3=high confidence,"incorrectly referred to as ""pamphlet"" in title",,
